REGION,COUNTRY,KW1,KW2,PROJECT TITLE,CLIENT,Name of Client,Duration  (months),EUR Value of assignment,Origin of funding,Start Year,Duration
Asia,Israel,WS,WS,"Evaluation of: Fostering Regional Cooperation on Transboundary Water Management in Palestine, Jordan and Israel implemented by MEDRC",Niras for Sida,NIRAS Sweden AB ,8 Months,"29,481",0,2019,8 Months
Asia,Jordan,WS,WS,"Evaluation of: Fostering Regional Cooperation on Transboundary Water Management in Palestine, Jordan and Israel implemented by MEDRC",Niras for Sida,NIRAS Sweden AB ,8 Months,"29,481",0,2019,8 Months
Asia,Palestina,WS,WS,"Evaluation of: Fostering Regional Cooperation on Transboundary Water Management in Palestine, Jordan and Israel implemented by MEDRC",Niras for Sida,NIRAS Sweden AB ,8 Months,"29,481",0,2019,8 Months
Africa,Burkina Faso,WS,WS,Preparatory study for the Mid-Term Review of the Danida Country Programme in Burkina Faso 2016-2020. The Water and Sanitation Thematic Program.,Danida,Ministry of Foreign Affairs of Denmark,2 Months,"538,695",0,2018,2 Months
Africa,Uganda  ,WS,WS,Mid-term review of the project ‘Water Supply and Sanitation Development in Small Towns and Rural Growth Centres in Uganda under the EU MDG-Initiative’.,ADA,Austrian Development Agency,1 Months,29670,Austria,2015,1 Months
Africa,Tanzania  ,WS,WS,Strengthening Monitoring Rural Water and Sanitation Outcomes through ICT approaches - A proof of concept,WB,World Bank,6 Months,369353.5515,World bank,2014,6 Months
Global,Global,WS,WS,Independent Evaluation: SDC's Engagement in the Water Sector 2010 - 2017,SDC,Swiss Agency for Development and Cooperation - SDC,13 Months,"153,196",Switzerland,2018,13 Months
Africa,Nigeria,WS,WS,"To Support Design, Review and providing technical inputs in the draft of DFID Nigeria (DFIDN) integrated Nutrition and WASH Business Case (BC)",OPM,Oxford Policy Management,4 Months,4083.678803,0,2019,4 Months
Global,Global,WS,WS,External Evaluation of Swedish Water House 2010-2018,SIWI,Stockholm International Water Institute,3 Months,33248.68972,Sweden,2019,3 Months
Global,Global,WS,WS,Gender and Social Inclusion - Water Sanitation,OPM,Oxford Policy Management,13 Months,53733.03167,UK,2018,13 Months
Africa,Zambia  ,WS,WS,Zambia Water Supply and Sanitation Sector (WSS) Diagnostic,World Bank,The World Bank Group,4 Months,77863.24786,US,2018,4 Months
Asia,Vietnam,WS,GCS,Support to MARD Department of Water Resources and Hydraulic Works Management (DWRHWM) In Institutional and Human Resources Development,Danida,"Ministry of Foreign Affairs, Denmark",27 Months,"298,080",Denmark,2002,27 Months
Asia,Bangladesh,WS,WS,Technical Assistance for Tendering and Procurement of Design/Supervision Consulting Services for Saidabad III Water Treatment  Plant and Sludge Treatment Facility,Danida,"Danida, Ministry of Foreign Affairs, Denmark",10 Months,"51,165",,2018,10 Months
Africa,Lesotho  ,WS,WS,"Metolong Dam and Water Supply Programme - WATSAN Phase 2 - Feasibility Study, Design, Tendering and Construction Supervision",MA,Metolong Authority,58 Months,1090982.238,World Bank,2017,58 Months
Africa,Lesotho  ,WS,WS,Consultancy for the rapid asessment of the water and sanitation sector and development of proposal for support and strengthening (Lesotho),EU,European Commission,6 Months,43500,EU,2011,6 Months
Africa,Kenya,WS,WS,Consulting Services for Support to the Sector Investment Planning Process in the Kenya Water Sector ,MWI Kenya/ Kfw,"Ministry of Water and Irrigation, Kenya, German Financial Corporation (KfW).",32 Months,"124,800",Germany,2010,32 Months
Africa,South Africa,WS,WS,Support to OKACOM to establish the permanent Secretariat of the Permanent Okavango River Basin Water Commission,Sida,Swedish International Development Cooperation Agency - Sida ,37 Months,"48,020",Sweden,2007,37 Months
Americas,Ecuador,WS,WS,"Technical Assistance to the Implementation of ""Aqua Potable de Machala""",Danida,"Ministry of Foreign Affairs, Denmark",68 Months,"86,373",Denmark,2009,68 Months
Africa,Ghana,WS,WS,Technical Assistance to the Water Sector in Ghana,Danida,"Ministry of Foreign Affairs, Denmark",159 Months,"2,283,110",Denmark,2008,159 Months
Africa,Mozambique,WS,WS,"Monitoring of Urban Water Supply Project, Tete Province",IDC,,1 Months,1,,1998,1 Months
Africa,Lesotho  ,WS,WS,Consultancy Servcices for Technical Support to the Water Sector on Monitoring and Evaluation Systems and Geographic Information Systems in Lesotho,WC,the Water Commission - Ministry of Water/Department of Rural Watter Supply,26 Months,270000,African Development Bank,2017,26 Months
Africa,South Africa,WS,WS,Short-term consultancy services on the investigation of establishing a Project Preparation Unit in connection with the formulation of the Phase 2 of the South African - Danish Strategic Water Sector Programme,Danida,Embassy of Denmark in South Africa,4 Months,6628.164663,Denmark,2018,4 Months
Africa,Botswana,WS,ENM,Appraisal of the Integrated Management Plan for the Okavango Delta,Danced,"Danish Environmental Protection Agency, Danced",1 Months,1,Denmark,2001,1 Months
Africa,Kenya  ,WS,WS,Preparation of Concept Note and Programme Document Thikan and Gitunguri Water and Sanitation Project Kenya,Danida,Danida Business Finance,14 Months,"98,382",Denmark,2018,14 Months
Asia,Bangladesh,WS,WS,"Short-term Consultancy Services - Urban Water Supply and Sanitation, Rural Water Supply and Sanitation and Arsenic Mitigation Sub-components, Water Supply and Sanitation Sector Programme, Bangladesh",Danida,"Ministry of Foreign Affairs, Denmark",3 Months,20030,Denmark,2001,3 Months
Africa,Uganda  ,WS,WS,Preparation of Concept Note and Programme Document Kampala South Water and Sanitation Project Uganda,IFU,The Investment Fund for Developing Countries (IFU),14 Months,"76,325",Denmark,2019,14 Months
Global,Global,WS,WS,"Appraisal of the Danish support to the UNEP DHI Partnership on Water and Environment, 2018 - 2021.",Danida,"Ministry of Foreign Affairs, Denmark",3 Months,13139.31368,Denmark,2018,3 Months
Global,Global,WS,WS,"Screening of Water/Sanitation Projects in Kenya, Uganda and possibly other Danida Countries",Danida,"Danida, Ministry of Foreign Affairs, Denmark",10 Months,"116,105",Denmark,2017,10 Months
Africa,Malawi  ,WS,WS,Consultancy Services to Identifyand Evaluate Options for a Fiduciary Management Framework for the Water Sector Wide Approach in Malawi,WB,The World Bank,3 Months,33444.94404,World Bank,2017,3 Months
Global,Global,WS,WS,EU Technical Assistance for the Switch to Green Facility ,sequa gGmbH,Sequa gGmbH,1 Months,930,,2017,1 Months
Africa,Lesotho  ,WS,WS,Climate Resilient Infrastructure Development Facility (CRIDF) Southern Africa - Tikoe Water Demand Management Project WASCo Lesotho,CRIDF,Climate Resilient Infrastructure Development Facility (CRIDF) Southern Africa,13 Months,"24,390",UK,2017,13 Months
Global,Global,WS,WS,End evaluation of Sida’s Core Support to WaterAid Sweden 2014 - 2018,Wateraid,Wateraid,6 Months,"40,933",SIDA,2017,6 Months
Global,Global,WS,WS,Elaboration of a Strategy Proposal for Strengthening Partnership for capacity development in the  ACP water and sanitation sector ,Particip,,7 Months,82045,,2017,7 Months
Global,Global,WS,WS,Water and Wastewater Companies for Climate Mitigation (WACCliM),GIZ,Deutsche Gesellschaft für Technische Zusammenarbeit (GTZ),2 Months,8550,Germany,2016,2 Months
Africa,Egypt  ,WS,WS,Review and Evaluation af Water Sector Programmes,ARS Progetti,ARS Progetti S. P. A.,19 Months,33480,EU,2016,19 Months
Africa,South Africa,WS,WS,"Assistance to the completion of the formulation of a programme for Trans-boundary Water Management in the Okavango

",Particip,Particip,5 Months,57010,EU,2016,5 Months
Global,Global,WS,WS,External Review of Sida Support to UNDP Water and Ocean Governance Programme (WOGP),SIWI,Stockholm International Water Institute,7 Months,21325.27915,Sweden and UNDP,2016,7 Months
Asia,Bangladesh,WS,WS,"Appraisal of the Saidabad III Project, Water Treatment Plant and a Sludge Dewatering Facilities (component 2)",Danida,"Danida, Ministrey of Foreign Affairs, Denmark",3 Months,"66,072",Denmark,2015,3 Months
Africa,Kenya,WS,WS,Identification of Danida Business Finance Projects in Kenya and Uganda,Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,"20,142",Denmark,2015,2 Months
Africa,Uganda,WS,WS,Identification of Danida Business Finance Projects in Kenya and Uganda,Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,"20,142",Denmark,2015,2 Months
Africa,Egypt  ,WS,WS,Technical Assessment of the Bank-financed Program of Support to the National Rural Sanitation Program,WB,The World Bank,2 Months,63842.92763,World Bank,2015,2 Months
Global,Global,WS,WS,Knowledge Management and Organizational Review of the Global Water Partnership (GWP),Danida,"Danida, Ministry of Foreign Affairs, Denmark",4 Months,"60,384",Denmark,2015,4 Months
Africa,Sierra Leone  ,WS,WS,Development of National Rural Water Supply and Sanitation Programme,AfDB,African Development Bank,21 Months,513080,AfDB,2015,21 Months
Africa,Zambia,WS,WS,Kafubu Water Supply and Sanitation Project,Danida,"Danida, Ministry of Foreign Affairs, Denmark",9 Months,"32,471",Denmark,2015,9 Months
Africa,Malawi  ,WS,WS,Consultancy Services for Licencing reform campain for Water Resources,DHI,DHI  ,15 Months,60300,,2014,15 Months
Africa,Malawi  ,WS,WS,Lilongwe Water Board: Tariff Review and Willingnes to pay Study,Economic Consultning Associate,Economic Consultning Associate,4 Months,25701.95168,,2014,4 Months
Africa,Botswana,WS,WS,The formulation of job grading/salary scales for OKACOM Secretariat and recommendations on possible office re-location within the riparian States of the Cubango/Okavango River Basin,OKACOM,Permanent Okavango River Basin Commission,8 Months,37810,OKACOM,2013,8 Months
Africa,Namibia  ,WS,WS,Namibian Water Resources Management Project,GIZ,Deutsche Gesellschaft für Technische Zusammenarbeit (GTZ),2 Months,"28,538",Germany,2013,2 Months
Africa,Sierra Leone  ,WS,WS,Studies on water services in Sierra Leone,"WASH Facility, ASI",Adam Smith International Ltd,15 Months,"95,950",DFID,2013,15 Months
Africa,Sierra Leone  ,WS,WS,"Study on Management Options & Financial Sustainability for Small Town Water Supplies in Sierra Leone.
","WASH Facility, ASI",Adam Smith International Ltd,11 Months,158240,DFID,2013,11 Months
Africa,Sierra Leone  ,WS,WS,Study on Willingness and Ability to Pay in Urban Freetown Sierra Leone,"WASH Facility, ASI",Adam Smith International Ltd,15 Months,164020,DFID,2013,15 Months
Africa,Zambia,WS,WS,Kafubu Water and Sewerage Project,Danida,"Danida, Ministry of Foreign Affairs, Denmark",13 Months,51072.26154,Denmark,2013,13 Months
Africa,Lesotho  ,WS,WS,"Strengthening Monotoring and evaluation in the water sector in Lesotho
",EU,Particip for EU,19 Months,142190,EU,2012,19 Months
Africa,Liberia  ,WS,WS,Technical Support to Liberia`s Water Supply and Sanitation Sector Investment Plan,WB,World Bank,7 Months,287790,World bank,2012,7 Months
Africa,South Africa,WS,WS,Inception review of Danish Support to Water Management in SADC/Zambezi Region,Danida,"Danida, Ministry of Foreign Affairs, Denmark",3 Months,33610,Denmark,2012,3 Months
Asia,Bangladesh,WS,WS,"REVIEW of Support to Water Supply and Sanitation Sector
2012-2015 (SWSSS III)
",Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,58980,Denmark,2013,2 Months
Asia,Sri Lanka  ,WS,WS,"Review of Water Supply and Sanitation/ Waste water treatment projects in Sri Lanka

",Danida,"Danida, Ministry of Foreign Affairs, Denmark",5 Months,90880,Denmark,2012,5 Months
Asia,Vietnam,WS,WS,"Vi Thanh Water Drainage and Waste Water Treatment  Project, Vietnam.& Cao Bang Water Drainage and Waste Water Treatment Project (Vietnam)",Danida,Danida,4 Months,80310,0,2012,4 Months
Africa,Kenya  ,WS,WS,Implementation of Water SWAp and Development of the Kenya Water Sector Investment Programme and phase II,MWI Kenya/ WSP (Sida),WSP International Europe AB,32 Months,"134,664",Sweden,2011,32 Months
Africa,South Africa,WS,WS,Institutional Functional Analysis for Okacom Phase II,OKACOM,Okavango River Basin Commission,12 Months,78900,OKACOM,2011,12 Months
Africa,Uganda,WS,WS,Joint Sector Review for the water and environmental sector.,Danida,Danida,2 Months,32990,0,2011,2 Months
Africa,Uganda  ,WS,WS,Evalutation of the URCS rural water and sanitation program,DRC,Danish Red Cross,3 Months,21280,Denmark,2011,3 Months
Africa,Zambia  ,WS,WS,Review of Danish Support to the Water Sector,Danida,"Danida, Ministry of Foreign Affairs, Denmark",1 Months,56600,Denmark,2011,1 Months
asia,Vietnam,WS,WS,Plan Vietnam shwip learning and sustainability project,Plan,Plan Vietnam shwip learning and sustainability project,7 Months,3905.771812,,2011,7 Months
Asia,Vietnam  ,WS,WS,RWSS - International consultancy for DFID's Support to Rural Hygience and Sanitation,DFID Vietnam,"Department for International Development, UK - Vietnam",5 Months,"9,520",UK,2011,5 Months
Africa,Ghana,WS,WS,Design Seminar SPSP Water in Ghana,ADE for EU,"ADE for EU
Aid Delivery Methods - Support Team",1 Months,"10,320",EU,2010,1 Months
Africa,South Africa,WS,WS,Mid-Term Review of the 3 year Plan for the consolidation & Operation of the OKACOM Secretariat,OKACOM,Okavango River Basin Commission,5 Months,"45,990",Sweden,2010,5 Months
Africa,Uganda,WS,WS,"Training of Staff on the Use of
Strategic Investment Model
",MWE-DWD Uganda,"Ministry of Water and Environment, Uganda",12 Months,42490,Government of Uganda,2010,12 Months
Asia,Indonesia,WS,WS,Technical Assistance to the Government of Indonesia for the Urban sanitation Development Program,DHV B.V.,DHV B. V.,25 Months,1000,,2010,25 Months
Asia,Samoa,WS,WS,Regional Water seminar,ADE for EU,"ADE for EU
Aid Delivery Methods - Support Team",3 Months,13230,EU,2010,3 Months
Asia,Vietnam,WS,WS,Review of small towns Water supply systems in Vietnam,Danida,"Ministry of Foreign Affairs, Denmark",5 Months,108760,Denmark,2010,5 Months
Europe,Albania,WS,WS,Integrated Water Resources Management ,Sida,Swedish International Development Cooperation Agency - Sida ,2 Months,"49,480",Sweden,2010,2 Months
Africa,Burkina Faso,WS,WS," Appraisal of Danish support to the Water & Sanitation Sector, Burkina Faso, 2010-2015",Danida,"Ministry of Foreign Affairs, Denmark",8 Months,"106,090",Denmark,2009,8 Months
Africa,South Africa,WS,ENM,Water Quality in Dense Settlements.,Danced,"Danish Environmental Protection Agency, Danced",3 Months,43010,Denmark,2000,3 Months
Africa,Burkina Faso,WS,WS,Programme d'appui au developpement du secteur eau et assainissement phase 2 (PADSEA),Danida,"Ministry of Foreign Affairs, Denmark",2 Months,42780,Denmark,2009,2 Months
Africa,Mali  ,WS,WS,"Programme D´Appui au Secteur Eau Potable, Assainissement et Ressources en Eau (PASEPARE).",Danida,danida,16 Months,44970,0,2009,16 Months
Africa,Nigeria,WS,WS,Project Completion Review of the Water and Environmental Sanitation Project and Details Design of a Successor Programme,Harewelle International Limited,UNICEF - Harewelle International Limited,2 Months,24830,DFID,2009,2 Months
Asia,Vietnam,WS,WS,Appraisal of Extension and Sewerage Systems and House Connections in Buon Ma Thuot City Area,Danida,"Ministry of Foreign Affairs, Denmark",9 Months,65510,Denmark,2009,9 Months
Asia,Vietnam,WS,WS,Joint Annual review of the Rural Water Supply and Sanitation National Target Programme II ,Danida,"Ministry of Foreign Affairs, Denmark",7 Months,71351.76376,Denmark,2009,7 Months
Asia,Vietnam,WS,WS,Rural Sanitation Design Consultancy,DFID,DFID,15 Months,75800,UK,2009,15 Months
Africa,Uganda,WS,AM,Finalising the transition strategy for RUWASA’s support to Sector Wide Approach to Planning (SWAP) in the Water and Sanitation Sector.,Norconsult AS,Norconsult AS,7 Months,14890,Danida,2000,7 Months
Asia,Vietnam  ,WS,WS,Economic appraisal of DFID support to NTPII,DFID Vietnam,"Department for International Development, UK - Vietnam",4 Months,10670,UK,2009,4 Months
Africa,Burkina Faso,WS,WS,"EHA-Rural - Composante 1 de PADSEA 2, Burkina Faso",Danida,"Ministry of Foreign Affairs, Denmark",4 Months,95290,Denmark,2008,4 Months
Africa,Uganda,WS,WS,Consolidation and Up-date of water sector strategies and investment plans,MWE-DWD Uganda,"Ministry of Water and Environment, Uganda",11 Months,181460,Germany,2008,11 Months
Africa,Uganda,WS,WS,Joint Water and Sanitation Programme Support (JWSSPS),Danida,"Ministry of Foreign Affairs, Denmark",4 Months,68060,Denmark,2008,4 Months
Africa,Uganda,WS,WS,Joint Sector Review of the Water and Sanitation Sector in Uganda 2008,Danida,"Ministry of Foreign Affairs, Denmark",5 Months,50370,Denmark,2008,5 Months
Asia,Timor-Leste,WS,WS,Evaluation of Australian Support to Water and Sanitation Service Delivery,AusAid,"Commonwealth of Autralia, AusAID",5 Months,168940,Australia,2008,5 Months
Asia,Vietnam,WS,WS,Financing Options Review for 2nd Phase of WB Support to Rural Water and Sanitation in Vietnam,World Bank,World Bank,3 Months,38120,WB,2008,3 Months
Asia,Vietnam,WS,WS,Joint annual Review of the Rural Water Supply and Sanitation National Target Programme II 2008,Danida,"Ministry of Foreign Affairs, Denmark",4 Months,54110,Denmark,2008,4 Months
Asia,Vietnam,WS,WS,"Supportive inputs on Socialisation, exploitation and management of WSS",Danida,"Ministry of Foreign Affairs, Denmark",4 Months,61600,Denmark,2008,4 Months
Global,Global,WS,WS,Support to the OECD DAC/EPOC Water Task Team in the Finalization of a Report from the OECD Task Team on Sustainable Financing to ensure Affordable Acces to Water Supply and Sanitation,OECD,OECD,7 Months,20420,,2008,7 Months
Global,Global,WS,WS,Water Guidelines Updates in EU Countries,EC - IBF,European Commission (subcontract IBF),8 Months,66490,EU,2008,8 Months
Africa,Africa,WS,WS,"Monitoring of the Nile Basin Initiative NELSAP River Basin Management projects for Sio-Malaba-Malakisi, Mara, and Kagera river basins",Sida,Swedish International Development Cooperation Agency - Sida ,14 Months,165400,Sweden,2007,14 Months
Africa,Kenya,WS,WS,International Consultancy Services for Joint Sector Review Urban Water and Sanitation Sub-Sector 2007,MWI Kenya/ WB,World Bank,4 Months,25810,WB,2007,4 Months
Africa,Kenya,WS,WS,Technical Assistamnce to the Kenya Water and sanitation Programme,MWI Kenya/ Sida,"Ministry of Water and Irrigation, Kenya/ Swedish International Development Cooperation Agency - Sida ",7 Months,10630,Sweden,2007,7 Months
Africa,Kenya,WS,WS,Support to the Sector Investment Planning Process in the Kenya Water Sector on a national level in the framework of the SWAP process,MWI Kenya/ KfW,Ministry of Water and Irrigation/ KfW,9 Months,189780,Germany,2007,9 Months
Africa,Mali,WS,WS,"Technical Assistance to the Water Sector, Mali",Danida,"Ministry of Foreign Affairs, Denmark",11 Months,253700,Denmark,2007,11 Months
Africa,Mali,WS,WS,"Preparation of a National Sanitation Strategy, Mali",Danida,"Ministry of Foreign Affairs, Denmark",10 Months,94890,Denmark,2007,10 Months
Africa,South Africa,WS,WS,Consultancy to Develop a Programme Document on the Operationalisation of the ZAMCOM and its Associated Organs,Sida,Swedish International Development Cooperation Agency - Sida ,7 Months,22770,Sweden,2007,7 Months
Africa,South Africa,WS,WS,Consultancy to Assist Sida’s Regional Water Initiative in Project Monitoring - Technical,Sida,Swedish International Development Cooperation Agency - Sida ,13 Months,45550,Sweden,2007,13 Months
Africa,Uganda,WS,WS,"Joint sector review of the water and sanitation sector in Uganda, 2007",Danida,"Ministry of Foreign Affairs, Denmark",2 Months,57690,Denmark,2007,2 Months
Africa,Uganda,WS,WS,Finalization of the Programme Document of the Joint Water & Sanitation Sector Programme Support (JWSSPS) 2008-2012 for Uganda,Sida,Swedish International Development Cooperation Agency - Sida ,1 Months,22409.7302,Sweden,2007,1 Months
Africa,Uganda,WS,WS,"Sector Investment Planning / National Water and Sewerage Corporation I, Uganda",GTZ,Deutsche Gesellschaft für Technische Zusammenarbeit (GTZ),9 Months,196100,Germany,2007,9 Months
Africa,Uganda,WS,WS,"Sector Investment Planning / National Water and Sewerage Corporation I+II, Uganda",GTZ,Deutsche Gesellschaft für Technische Zusammenarbeit (GTZ),12 Months,"196,100",Germany,2007,12 Months
Africa,Zambia,WS,WS,"Technical Assistance to the Joint Annual Water Sector Review, Zambia",Danida,"Ministry of Foreign Affairs, Denmark",5 Months,22770,Denmark,2007,5 Months
Asia,China,WS,WS,"Appraisal of Shannan New District Water Supply Project, Anhui",Danida,"Ministry of Foreign Affairs, Denmark",2 Months,53140,Denmark,2007,2 Months
Asia,Vietnam,WS,WS,Support to the Technical Working Group (TWG) on the road map for  design and launch of the M&E system for RWSS,Danida,"Ministry of Foreign Affairs, Denmark",14 Months,159420,Denmark,2007,14 Months
Asia,Vietnam,WS,WS,"Joint Annual Sector  Review, 2007 Vietnam",Danida,"Ministry of Foreign Affairs, Denmark",4 Months,"59,210",Denmark,2007,4 Months
Global,Global,WS,WS,"Support for creating and updating infrastructure related guidelines: sustainable water resources management in African, Caribbean and Pacific countries.",IBF international consulting for EU,EC (through IBF International Consulting)  ,8 Months,39690,EU,2007,8 Months
Africa,Vietnam,WS,WS,Financial Consultant for EUWI Country Dialogue in Ethiopia,DFID,DFID,2 Months,42620,UK,2006,2 Months
Africa,Kenya,WS,WS,"Joint Assessment of Technical Assistance to KWSP & Technical cooperation to WSRP, Kenya",Danida,"Ministry of Foreign Affairs, Denmark",5 Months,171280,Denmark,2006,5 Months
Africa,Kenya,WS,WS,Joint Review of Kenya Water and Sanitation Programme (KWSP) and Water Sector Reform Programme (WRSP) and Joint Assessment of Technical Assistance to KWSP and WRSP,MWI Kenya/ Danida,"Ministry of Foreign Affairs, Denmark",5 Months,171280,Denmark,2006,5 Months
Africa,Eritrea,WS,ARD,Feasibility studies and formulation of support to development of surface water resources in the Agricultural Sector Support Programme (ASSP) II,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Africa,Kenya,WS,WS,"Joint Programme Review Kenya Water and Sanitation Programme & Water Sector Reform Programme, Kenya.",Danida,"Ministry of Foreign Affairs, Denmark",5 Months,101570,Denmark,2006,5 Months
Africa,Kenya,WS,WS,Technical Assistance to the Kenya Water and Sanitation Sector Monitoring System,MWI Kenya/ Danida,"Ministry of Foreign Affairs, Denmark",3 Months,42280,Denmark,2006,3 Months
Africa,Mali,WS,WS,"Appréciation préalable d’un Programme d’Appui au Secteur Eu potable, Assainissementet Ressources en Eau",NCG - Danida,NCG - Danida,6 Months,169130,Denmark,2006,6 Months
Africa,Mali,WS,WS,"Preparation of a National Water Sector Programme, Mali",NCG a/s,Nordic Consulting Group,2 Months,25370,Denmark,2006,2 Months
Africa,South Africa,WS,WS,Support to OKACOM to establish the permanent Secretariaat of the Permanent Okavango River Basin Water Commission,Sida,Swedish International Development Cooperation Agency - Sida ,13 Months,36970,Sweden,2006,13 Months
Africa,South Africa,WS,WS,Revision of the WDM III Programme Document,Sida,Swedish International Development Cooperation Agency - Sida ,10 Months,68320,Sweden,2006,10 Months
Africa,South Africa,WS,WS,Appraisal of SADC’s Regional Strategic Action Plan on integrated water resources development and management (RSAP),Sida,Swedish International Development Cooperation Agency - Sida ,6 Months,6170,Sweden,2006,6 Months
Africa,Uganda,WS,WS,"The Facilitation of the Annual Joint Water and Sanitation Sector Review, Uganda","MWE, Uganda","Ministry of Water and Environment, Uganda",3 Months,28680,Germany,2006,3 Months
Africa,Uganda,WS,WS,"Formulation of the Joint Water Supply and Sanitation Programme, Uganda",Danida,"Ministry of Foreign Affairs, Denmark",4 Months,169130,Denmark,2006,4 Months
Asia,Vietnam,WS,WS,The Australian Danish Dutch Assistance to Vietnam’s National target programme for Rural Water Supply and Sanitation - Phase II,Danida,"Ministry of Foreign Affairs, Denmark",3 Months,27240,Denmark,2006,3 Months
Asia,Vietnam,WS,WS,"Joint Annual Sector Review, Water Sector Programme Support, Vietnam",Danida,"Ministry of Foreign Affairs, Denmark",6 Months,94980,Denmark,2006,6 Months
Asia,Vietnam,WS,WS,"Consultancy on RWSS Monitoring, Vietnam",Danida,"Ministry of Foreign Affairs, Denmark",3 Months,35150,Denmark,2006,3 Months
Asia,Vietnam,WS,WS,Pre-Pilot activities/NTP II for Rural Water Supply and Sanitation,Danida,"Ministry of Foreign Affairs, Denmark",4 Months,81500,Denmark,2006,4 Months
Global,Global,WS,WS,Sida Framework Agreement for Consulting Services for Short Term Assignments within the Water & Sanitation Sector,Sida,Swedish International Development Cooperation Agency - Sida ,1 Months,1,Sweden,2006,1 Months
Africa,Ethiopia,WS,WS,"Facilitating the Africa-EU Water Initiative Country Dialogue and Financing Strategy, Ethiopia",DFID,DFID,19 Months,148190,UK,2005,19 Months
Asia,Bangladesh,WS,GCS,Appraisal of the Extension of Flood Forecasting (modelling and dissemination).,Danida,"Ministry of Foreign Affairs, Denmark",7 Months,77435.03356,Denmark,1999,7 Months
Africa,Ethiopia,WS,WS,"Facilitating the Africa-EU Water Initiative Country Dialogue, Ethiopia",DFID,DFID,19 Months,111140,UK,2005,19 Months
Africa,Ghana,WS,WS,Facilitation and Documentation of the Second Annual Water Sector Seminar,Danida,"Ministry of Foreign Affairs, Denmark",5 Months,15940,Denmark,2005,5 Months
Africa,Ghana,WS,WS,"Institutional, Organisational and Financial Assessment and Restructuring of the Community Water and Sanitation Agency",Danida,"Ministry of Foreign Affairs, Denmark",12 Months,119080,Denmark,2005,12 Months
Africa,Ghana,WS,WS,"Hand Pump O&M to the Policy, monitoring and Management Support component, Water Sector Programme, Ghana",Danida,"Ministry of Foreign Affairs, Denmark",16 Months,258420,Denmark,2005,16 Months
Africa,Kenya,WS,WS,Unit Cost Study for Water and Sanitation Services in Kenya,WB,"World Bank - Water and Sanitation
Programme, Nairobi/ Ministry of Water and Irrigation, Kenya",8 Months,73510,WB,2005,8 Months
Africa,South Africa,WS,WS,Project Proposal for the Secretariat of the Permanent Okavango River Basin Water Commission - OKACOM,Sida,Swedish International Development Cooperation Agency - Sida ,4 Months,29260,Sweden,2005,4 Months
Africa,Uganda,WS,WS,"Joint Review of the Water and Sanitation Sector, Uganda",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2005,1 Months
Asia,Bangladesh,WS,WS,Revision of Water Sector Programme Support; Phase II,Danida,"Ministry of Foreign Affairs, Denmark",6 Months,77010,Denmark,2006,6 Months
Asia,Vietnam,WS,WS,Assessment of WaterSPS reporting system and assist the CPMU to prepare and conduct 3 workshops on application of LFA,"Ministry of Foreign Affairs, Danida",The Central Program Management Unit (CPMU) of the MARD-Danida Water Sector Program Support (WAterSPS,9 Months,"13,230",Denmark,2005,9 Months
Asia,Vietnam,WS,WS,"Formulation of Support to the RWSS Sector Programme, Vietnam",Danida,"Ministry of Foreign Affairs, Denmark",13 Months,198470,Denmark,2005,13 Months
Asia,Vietnam,WS,WS,Support to Vietnam’s Rural Water Supply and Sanitation Assessment of the 2nd Phase of the National Target programme.,Danida,"Ministry of Foreign Affairs, Denmark",6 Months,100150,Denmark,2005,6 Months
Global,Global,WS,WS,Appraisal of the African Water Facility and the Rural Water Supply and Sanitation Initiative,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,8424.522473,Denmark,2004,1 Months
Africa,Ghana,WS,WS,"Technical Assistance for Policy, Monitoring & Management Support Component, Ghana",Danida,"Ministry of Foreign Affairs, Denmark",60 Months,1040330,Denmark,2004,60 Months
Africa,South Africa,WS,WS,Facilitating workshop on establishment of a secretariat for the OKACOM ,Sida,Swedish International Development Cooperation Agency - Sida ,1 Months,280090,Sweden,2004,1 Months
Africa,South Africa,WS,WS,Operationalisation of a secretariat for OKACOM ,Sida,Swedish International Development Cooperation Agency - Sida ,7 Months,"31,930",Sweden,2004,7 Months
Africa,Uganda,WS,WS,Revision of Strategy and Investment Plans for the Water and Sanitation Sector,"Ministry of Water, Lands and Environment Uganda","Ministry of Water, Lands and Environment Uganda",7 Months,136040,,2004,7 Months
Africa,Zambia,WS,WS,Policy Advisory Services in the Water Sector,GTZ,Deutsche Gesellschaft für Technische Zusammenarbeit (GTZ),7 Months,32010,Germany,2004,7 Months
Asia,Bangladesh,WS,WS,Appraisal of the water sector programme Support II,Danida,"Ministry of Foreign Affairs, Denmark",3 Months,73510,Denmark,2005,3 Months
Asia,Vietnam,WS,WS,"Annual Sector Review, Water Sector, Vietnam",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2004,1 Months
